ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,r17_pred,r17_pred_t_First Click,r17_pred_t_Last Click,r17_pred_t_Page Submit,r17_pred_t_Click Count,r18_pred,r18_pred_t_First Click,r18_pred_t_Last Click,r18_pred_t_Page Submit,r18_pred_t_Click Count,r19_pred,r19_pred_t_First Click,r19_pred_t_Last Click,r19_pred_t_Page Submit,r19_pred_t_Click Count,r20_pred,r20_pred_t_First Click,r20_pred_t_Last Click,r20_pred_t_Page Submit,r20_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
5f828a47a08cb43c715fe3a2,1,1.776,1.776,2.616,1,1,1.799,1.799,2.804,1,1,2.461,2.461,3.385,1,2,1.049,1.049,1.938,1,1,0.932,0.932,1.721,1,2,1.016,1.016,1.838,1,2,0.985,0.985,1.701,1,11,1,1.295,1.295,2.2,1,1,10.24,10.24,11.212,1,2,14.072,14.072,14.96,1,1,0.816,0.816,1.701,1,1,0.836,0.836,1.725,1,2,1.09,1.09,2.146,1,2,0.796,0.796,1.701,1,1,1.502,1.502,2.423,1,2,1.414,1.414,2.484,1,1,1.243,1.243,2.182,1,2,1.115,1.115,2.135,1,1,1.532,1.532,2.536,1,1,2.304,2.304,3.126,1,2,2.089,2.089,3.06,1,0.5,21,3
6127017baee75f10aa174139,1,3.154,3.154,4.079,1,2,2.043,2.043,2.972,1,2,1.175,1.175,2.087,1,2,0.794,0.794,1.661,1,2,1.501,1.501,2.205,1,2,3.325,3.325,4.133,1,2,0.785,0.785,1.6,1,11,2,1.157,1.157,1.959,1,2,1.289,1.289,2.778,1,2,0.868,0.868,1.75,1,2,1.063,1.063,2.095,1,2,1.284,1.745,2.789,2,2,1.521,1.521,2.401,1,2,0.836,0.836,1.74,1,2,0.712,1.854,2.448,2,2,0.887,0.887,2.136,1,2,0.925,0.925,1.649,1,2,0.828,0.828,1.882,1,2,0.96,0.96,1.947,1,2,0.742,0.742,1.705,1,2,2.031,2.031,2.949,1,0.55,21,2
5f13cd9693d2ed043a5e7c96,1,6.084,6.084,8.377,1,2,3.578,3.578,4.535,1,2,6.219,6.219,7.82,1,2,2.08,2.08,5.5,1,2,2.455,2.455,4.019,1,2,1.735,1.735,3.507,1,2,1.628,1.628,3.033,1,11,2,1.415,1.415,2.101,1,2,1.076,1.076,2.056,1,2,1.592,1.592,2.828,1,1,1.351,1.351,2.162,1,1,0.704,0.704,1.759,1,1,0.792,0.792,1.988,1,1,0.594,0.594,1.838,1,2,0.672,1.07,2.532,2,2,0.736,0.736,2.245,1,1,1.595,1.595,2.719,1,2,3.537,3.537,4.91,1,2,3.201,3.201,4.406,1,2,2.754,3.418,4.343,2,2,5.243,5.243,6.497,1,0.6,21,3
60a494b9ce384122865f7175,1,3.238,3.238,5.07,1,2,1.686,1.686,3.224,1,2,1.183,1.183,2.677,1,2,1.242,1.242,2.624,1,2,1.326,1.326,2.916,1,2,1.188,1.188,2.665,1,2,1.218,1.218,2.875,1,11,2,2.248,2.248,3.684,1,2,1.12,1.12,3.665,1,2,2.286,2.286,3.713,1,2,1.119,1.119,2.574,1,2,1.213,1.213,3.538,1,2,2.522,2.522,3.861,1,2,1.456,1.456,3.114,1,1,1.481,1.481,2.642,1,1,1.146,1.146,2.517,1,1,1.922,1.922,3.173,1,1,1.712,1.712,2.956,1,1,1.637,1.637,2.662,1,1,2.957,2.957,4.099,1,1,3.796,3.796,5.366,1,0.35,21,1
6755e9121e8abe4946b2c8f6,2,9.177,9.177,11.098,1,2,4.38,4.38,6.753,1,1,6.446,6.446,10.701,1,2,1.601,1.601,2.9,1,2,1.349,1.349,2.7,1,2,1.301,1.301,2.647,1,2,13.896,13.896,14.902,1,11,1,1.367,1.367,2.388,1,1,0.745,1.943,3.168,2,2,1.355,1.355,2.546,1,2,1.033,1.033,2.26,1,2,1.555,1.555,2.6,1,2,1.158,1.158,2.535,1,1,2.227,2.227,3.398,1,1,15.737,15.737,16.744,1,2,1.321,1.321,2.446,1,2,1.374,1.374,2.436,1,2,1.101,1.101,2.1,1,2,1.946,1.946,3.047,1,2,1.683,1.683,2.734,1,2,3.618,3.618,4.755,1,0.55,21,2
5cfd45060dffe10017eb8aad,1,3.688,4.442,5.026,2,1,1.727,2.271,2.935,2,2,4.762,4.762,5.194,1,2,0.821,0.821,1.408,1,2,0.728,0.728,1.324,1,2,0.704,0.704,1.394,1,1,1.31,1.31,1.646,1,11,1,1.519,1.519,2.375,1,1,0.949,0.949,1.51,1,2,3.542,3.542,4.115,1,2,0.827,0.827,1.401,1,2,1.545,1.545,2.094,1,2,0.84,0.84,1.342,1,2,1.509,1.509,1.823,1,1,1.219,1.219,1.519,1,1,1.459,1.459,1.843,1,2,1.417,1.417,1.682,1,2,1.195,1.195,1.497,1,2,0.647,0.647,0.929,1,2,0.644,0.644,0.97,1,2,1.918,1.918,2.467,1,0.55,21,1
5ee642c9f5cb343a58b1ef13,2,4.401,4.401,5.069,1,2,1.893,1.893,2.663,1,2,0.838,0.838,1.315,1,2,2.377,2.377,3.16,1,2,0.916,0.916,1.676,1,2,0.704,0.704,1.31,1,2,0.685,0.685,1.502,1,11,2,0.528,0.528,1.202,1,2,0.746,0.746,1.383,1,2,0.753,0.753,1.569,1,1,1.13,1.965,2.631,2,1,1.574,1.574,2.226,1,2,1.458,1.458,2.127,1,2,4.415,4.847,5.624,2,1,1.055,1.055,2.154,1,1,0.789,0.789,1.432,1,2,0.78,0.78,1.454,1,1,0.483,0.483,1.159,1,1,0.43,0.43,1.058,1,2,0.802,0.802,1.563,1,2,2.012,2.012,2.68,1,0.6,21,3
65595aaabe1790ca0d744fbc,1,2.145,2.145,2.809,1,1,2.056,2.606,3.383,2,2,0.569,0.569,1.147,1,1,0.384,0.384,0.92,1,2,0.353,0.933,1.54,2,2,0.665,0.665,1.219,1,2,0.468,1.024,1.598,2,11,2,0.444,0.444,1.151,1,2,0.471,0.471,1.104,1,1,0.518,0.518,1.16,1,2,0.501,0.501,1.162,1,2,0.487,0.487,1.02,1,2,0.45,0.45,1,1,2,0.467,0.467,1.04,1,2,0.5,0.5,1.037,1,2,0.44,0.44,1.077,1,2,0.551,0.551,1.053,1,2,0.578,0.578,1.167,1,2,0.489,0.489,1.002,1,2,0.462,0.462,0.966,1,2,1.979,1.979,2.703,1,0.5,21,1
673bc14ddf2a5912a23863e7,1,1.729,4.739,5.052,3,2,1.612,1.612,2.404,1,2,1.113,1.113,2.001,1,2,1.435,1.435,2.677,1,2,1.044,1.044,2.701,1,2,1.921,1.921,2.985,1,2,3.22,3.618,4.592,2,11,2,15.597,16.344,16.64,2,2,10.677,10.677,11.589,1,2,2.502,2.502,3.56,1,2,3.194,3.194,4.115,1,2,2.009,2.009,3.289,1,2,1.186,1.186,2.232,1,2,2.305,2.305,3.132,1,2,1.938,1.938,3.05,1,2,8.103,8.103,9.421,1,2,0.777,0.777,1.858,1,2,1.148,1.148,2.666,1,2,1.046,1.046,2.005,1,2,0.796,1.615,1.8,2,2,2.004,2.004,4.401,1,0.55,21,1
67ac040a6ce6b5d96793ffb8,1,6.429,9.426,9.856,3,1,1.237,1.852,2.3,2,1,0.603,1.186,1.569,2,1,0.604,1.271,1.966,2,1,0.88,1.629,3.425,2,1,1.28,1.947,2.694,2,1,0.594,1.127,2.04,2,11,2,3.88,4.462,5.201,2,2,1.59,2.073,3.452,2,1,0.766,1.444,2.224,2,2,1.327,1.877,3.156,2,2,0.978,1.512,2.001,2,1,1.86,2.427,5.652,2,2,1.852,2.368,2.852,2,1,0.836,1.3,1.97,2,1,0.895,1.477,2.324,2,2,1.128,2.567,4.58,3,2,0.439,1.038,3,2,1,0.746,1.561,2.176,2,1,0.737,1.238,2.516,2,1,3.435,3.435,3.899,1,0.45,21,3
62ad17e032a85a4ca119b289,2,5.92,5.92,6.644,1,1,3.872,4.472,5.182,2,2,2.161,2.161,3.101,1,2,1.515,1.515,2.321,1,1,1.147,1.147,2.015,1,1,1.241,1.241,1.813,1,2,1.149,1.149,1.912,1,11,2,1.841,1.841,2.422,1,2,1.152,1.152,1.716,1,2,2.049,2.049,2.877,1,2,1.995,2.579,3.399,2,2,0.984,0.984,1.677,1,2,0.939,0.939,1.544,1,2,0.877,0.877,1.657,1,2,1.046,1.046,1.786,1,2,1.38,1.38,2.231,1,2,1.049,1.049,1.846,1,2,0.936,0.936,1.828,1,2,1.124,1.124,1.879,1,2,1.224,1.224,2.068,1,2,3.567,3.567,4.428,1,0.45,21,2
578bcb2c09fb91000133750e,1,5.195,5.195,7.03,1,2,3.068,3.068,4.187,1,2,1.969,1.969,2.891,1,2,0.803,0.803,3.16,1,2,1.277,1.277,2.147,1,2,1.262,1.262,2.234,1,2,1.307,1.307,2.197,1,11,2,1.305,1.305,2.278,1,2,0.943,0.943,1.698,1,2,1.114,1.697,2.489,2,2,1.251,1.251,2.173,1,2,0.871,1.372,2.095,2,1,1.06,1.06,2.015,1,2,0.72,0.72,1.739,1,2,0.829,0.829,1.764,1,1,0.824,0.824,1.848,1,1,1.35,1.35,2.154,1,2,1.445,1.445,2.934,1,2,0.892,0.892,1.998,1,2,0.806,0.806,1.513,1,2,2.312,2.312,3.19,1,0.4,21,1
6141563b3e1d6856256a5e40,1,4.899,4.899,5.97,1,2,1.526,1.526,2.662,1,1,1.228,1.228,1.981,1,1,2.573,2.573,3.2,1,2,1.003,1.003,1.602,1,1,2.087,2.087,2.898,1,1,0.717,1.137,1.856,2,11,2,1.387,1.387,2.02,1,1,0.706,0.706,1.364,1,2,0.967,0.967,1.635,1,1,2.638,2.638,3.368,1,2,4.142,4.142,5.022,1,2,0.754,0.754,1.622,1,1,1.392,1.392,2.248,1,1,0.609,1.31,1.647,2,2,1.019,1.019,1.933,1,1,3.868,3.868,4.698,1,1,0.935,0.935,1.691,1,1,0.78,0.78,1.633,1,2,1.405,1.405,2.244,1,2,3.682,3.682,4.481,1,0.6,21,1
6785afa8e35496081ab1cd5b,2,3.165,3.165,3.965,1,2,1.21,1.61,2.61,2,2,1.409,2.062,2.691,2,2,0.842,0.842,1.482,1,2,1.063,1.063,1.894,1,2,0.778,1.184,2.03,2,2,1.084,1.084,2.146,1,11,2,1.051,1.051,1.88,1,2,0.793,0.793,1.7,1,2,0.744,0.744,1.486,1,2,0.873,0.873,1.753,1,2,1.016,1.016,1.801,1,2,0.814,0.814,1.588,1,2,0.722,0.722,1.378,1,2,1.097,1.097,1.88,1,2,1.225,2.084,2.5,2,2,0.965,0.965,1.81,1,2,0.983,0.983,1.964,1,2,0.696,0.696,1.453,1,2,0.886,0.886,1.681,1,2,2.409,2.409,3.066,1,0.6,21,1
66b123ac924cd1b40b61f810,1,6.405,6.405,8.185,1,2,4.169,4.169,5.272,1,2,5.273,5.273,6.432,1,2,6.952,6.952,8.063,1,1,1.178,1.178,2.186,1,2,5.02,5.02,6.6,1,2,48.691,48.691,50.075,1,11,2,3.14,3.14,4.306,1,1,1.656,1.656,2.88,1,1,1.57,1.57,2.922,1,2,1.083,1.083,2.008,1,2,11.663,11.663,13.071,1,2,118.704,118.704,120.056,1,1,2.466,2.466,3.347,1,2,1.175,1.175,2.245,1,2,96.829,96.829,98.02,1,1,1.065,1.065,2.033,1,2,236.267,236.267,237.298,1,1,0.831,0.831,1.805,1,2,0.809,0.809,1.647,1,2,2.009,2.009,3.521,1,0.45,21,2
68c2df0a0e9cd5c4da42ca55,2,4.336,4.336,5.142,1,1,1.174,1.174,1.95,1,2,3.322,3.322,4.291,1,2,0.806,0.806,1.617,1,2,1.942,1.942,3.501,1,2,1.247,1.247,2.182,1,2,0.908,0.908,1.726,1,11,2,2.66,3.548,4.033,2,2,0.853,0.853,1.91,1,2,1.013,1.013,2.001,1,2,0.652,0.652,1.715,1,2,1.8,1.8,3.054,1,2,0.893,0.893,1.612,1,2,0.757,0.757,1.723,1,2,0.912,0.912,1.751,1,2,0.664,0.664,1.35,1,2,1.075,1.075,2.004,1,2,0.924,0.924,1.877,1,2,0.758,1.347,1.995,2,2,1.568,1.568,2.461,1,1,3.017,3.017,3.87,1,0.55,21,2
5bddd64b48428800013061a6,1,5.862,5.862,7.005,1,1,1.867,1.867,3.02,1,1,0.815,0.815,2.097,1,2,1.047,1.047,1.926,1,1,1.715,1.715,2.538,1,1,0.735,0.735,1.727,1,1,0.691,0.691,1.695,1,11,2,0.847,0.847,1.775,1,2,0.733,0.733,1.625,1,2,1.32,1.32,2.399,1,2,1.296,1.296,2.254,1,2,1.004,1.004,2.201,1,2,0.743,0.743,1.888,1,1,0.789,0.789,1.735,1,1,0.916,0.916,1.943,1,2,0.735,1.531,2.474,2,2,1.091,1.568,2.5,2,1,0.876,0.876,1.674,1,1,1.05,1.05,2.281,1,1,0.775,0.775,1.701,1,2,4.325,4.325,5.275,1,0.35,21,1
5d24e7aec81128001721628f,2,2.62,2.62,4.959,1,1,2.724,2.724,4.625,1,1,1.574,1.574,3.169,1,2,2.487,2.487,4.082,1,2,3.844,3.844,4.912,1,1,1.957,1.957,3.658,1,2,2.7,2.7,3.729,1,11,1,1.882,1.882,3.439,1,2,1.56,1.56,2.922,1,1,1.735,1.735,3.769,1,2,1.874,1.874,3.068,1,1,1.744,1.744,3.374,1,2,2.075,2.075,3.783,1,2,1.566,1.566,3.101,1,2,1.287,1.287,2.634,1,2,2.128,2.128,3.264,1,1,2.087,2.087,3.563,1,2,1.933,1.933,2.99,1,1,1.351,1.351,2.781,1,1,1.216,1.216,2.187,1,2,2.088,3.713,5.076,2,0.55,21,3
610ccf09b1b0759b2668ded1,1,5.189,5.189,6.035,1,2,2.971,2.971,4.099,1,2,1.141,1.141,1.997,1,2,1.144,1.144,2.035,1,1,0.966,0.966,1.724,1,2,1.159,1.159,1.846,1,2,0.706,0.706,1.669,1,11,2,1.59,1.59,2.433,1,2,1.227,1.227,1.923,1,2,1.184,1.184,2.031,1,2,0.562,0.562,1.815,1,2,0.684,0.684,1.44,1,2,1.211,1.211,1.967,1,2,1.044,1.044,1.955,1,2,0.674,0.674,1.539,1,2,0.815,0.815,1.665,1,2,1.177,1.177,1.963,1,2,0.745,0.745,1.629,1,2,1.694,1.694,2.545,1,2,0.875,0.875,1.591,1,2,3.238,3.238,4.28,1,0.5,21,1
65406324d61925d74e3b905a,1,5.49,5.49,6.326,1,1,1.582,1.582,2.419,1,2,0.861,0.861,1.848,1,2,0.586,0.586,1.513,1,1,0.541,0.541,1.433,1,1,0.4,0.4,1.67,1,2,0.71,2.429,2.999,2,11,1,0.852,1.338,2.098,2,2,0.695,1.336,2.001,2,1,1.363,1.363,2.087,1,1,1.332,1.332,2.17,1,2,0.533,1.247,2.005,2,2,0.556,1.726,2.307,2,2,1.114,1.114,1.74,1,1,1.16,1.16,1.92,1,2,1.296,1.296,2.544,1,2,1.87,1.87,2.795,1,1,1.281,1.281,2.443,1,1,2.085,2.085,3.165,1,2,1.163,1.163,1.958,1,2,3.507,3.507,4.64,1,0.3,21,2
66a81c50acd2067a9f277d3d,2,2.031,2.031,6.08,1,1,6.5,6.5,8.053,1,2,9.919,9.919,11.125,1,1,9.446,9.446,10.747,1,1,5.088,5.088,6.27,1,2,16.582,16.582,17.801,1,2,11.8,11.8,12.814,1,11,1,8.186,8.186,9.164,1,2,12.597,12.597,13.547,1,2,9.603,9.603,11.127,1,2,5.614,5.614,7.086,1,1,6.367,6.367,7.54,1,1,14.467,14.467,15.458,1,1,9.1,9.1,10.236,1,1,6.25,6.25,7.399,1,2,5,6.166,6.856,2,2,6.549,7.996,8.766,2,2,12.887,12.887,14.259,1,2,10.291,10.291,11.281,1,1,7.174,7.174,8.291,1,2,2.65,2.65,5.237,1,0.45,21,2
67e8aa454848956e5e32c19d,1,3.669,3.669,4.49,1,1,1.224,2.242,2.492,3,2,0.791,0.791,1.774,1,2,0.853,0.853,1.585,1,2,0.783,0.783,1.467,1,1,0.66,0.66,1.693,1,2,0.723,0.723,1.58,1,11,2,1.255,1.866,2.247,2,2,0.738,0.738,1.519,1,2,1.186,1.186,1.735,1,2,0.861,0.861,1.467,1,2,1.09,1.09,1.6,1,2,2.399,3.321,4.135,3,2,1.004,1.004,1.862,1,2,0.686,0.686,1.418,1,2,0.968,0.968,1.627,1,2,0.779,1.578,2.388,2,2,0.719,0.719,1.525,1,2,0.636,1.604,1.956,2,2,0.697,0.697,1.689,1,2,2.405,2.405,3.237,1,0.45,21,2
61074792728f0f9e791ad083,1,2.049,2.049,2.734,1,1,0.501,0.501,1.069,1,1,0.666,0.666,1.035,1,1,0.649,0.649,1.02,1,1,0.578,0.578,1.008,1,1,0.583,0.583,0.884,1,2,1.672,1.672,2.099,1,11,2,0.642,0.642,1.03,1,1,0.649,0.994,1.695,2,1,0.716,0.716,1.235,1,2,0.596,0.596,0.984,1,2,0.761,0.761,1.328,1,2,0.501,0.501,0.881,1,2,0.734,0.734,1.292,1,1,0.711,0.711,1.195,1,1,0.609,0.609,1.001,1,1,1.059,1.059,1.458,1,2,0.814,0.814,1.114,1,2,0.693,0.693,1.172,1,2,0.627,0.627,1.087,1,2,1.332,1.332,1.991,1,0.45,21,1
663ae3f35b81791c40865be5,1,1.37,1.37,2.16,1,2,0.85,0.85,1.538,1,2,0.982,1.783,2.272,2,2,1.114,1.114,1.822,1,1,1.011,1.011,1.784,1,1,0.896,1.632,2.254,2,1,1.162,1.162,1.954,1,11,2,0.944,0.944,1.951,1,1,0.821,0.821,1.511,1,1,0.71,0.71,1.616,1,1,0.823,0.823,1.447,1,1,0.76,0.76,1.583,1,1,1.401,1.401,2.208,1,1,0.864,1.515,2.738,2,1,0.882,0.882,1.301,1,2,0.884,0.884,1.643,1,1,0.751,0.751,1.358,1,2,1.079,1.612,1.952,2,1,1.193,1.193,1.701,1,1,0.73,0.73,1.571,1,1,5.783,5.783,6.59,1,0.4,21,1
655fdb5fd3416866732de4e7,2,4.905,5.691,6.695,3,2,2.448,4.361,4.559,5,1,1.622,2.098,3.026,3,2,3.927,5.963,6.2,4,1,1.712,2.948,3.984,3,2,1.733,2.301,3.989,3,1,4.628,4.628,5.617,1,11,2,0.871,0.871,1.711,1,1,1.061,1.061,1.901,1,2,1.239,1.239,2.111,1,2,0.783,0.783,1.89,1,2,0.867,0.867,1.792,1,1,0.818,0.818,1.556,1,1,0.883,0.883,1.612,1,2,0.668,0.668,1.688,1,1,0.9,0.9,1.801,1,2,1.58,1.58,2.387,1,1,1.371,1.371,1.977,1,2,1.022,1.022,1.737,1,1,0.916,0.916,1.873,1,1,2.462,6.283,7.031,6,0.55,21,3
6764a378bfd2f0b0d9c06e15,1,4.174,4.174,6.162,1,1,2.386,2.386,4.101,1,1,1.652,1.652,3.047,1,1,2.325,2.325,3.464,1,1,1.329,1.329,2.317,1,1,1.283,1.835,3.103,2,1,2.815,2.815,4.278,1,11,1,1.501,1.501,2.815,1,1,1.355,1.355,2.63,1,1,1.634,1.634,3.093,1,1,1.628,1.628,3.056,1,1,1.51,1.51,2.482,1,1,1.139,1.139,2.118,1,1,1.556,1.556,2.827,1,1,1.369,1.369,2.645,1,1,1.495,1.495,2.755,1,1,1.253,1.253,2.603,1,1,1.16,1.16,2.547,1,1,1.208,1.208,2.555,1,1,1.745,1.745,2.886,1,2,3.685,3.685,5.026,1,0.4,21,2
5fec16300479d788a935f041,1,2.845,2.845,3.552,1,1,1.374,1.374,1.956,1,2,1.98,1.98,2.663,1,2,1.303,1.303,1.91,1,2,1.716,2.167,2.424,2,1,1.141,1.141,1.668,1,1,2.027,2.027,2.56,1,11,1,1.406,1.406,2.053,1,1,0.807,0.807,1.331,1,1,0.469,0.984,1.276,2,1,0.639,0.639,1.098,1,1,0.632,0.632,1.133,1,1,0.596,0.596,1.149,1,1,0.824,0.824,1.365,1,1,0.573,0.573,1.13,1,1,1.16,1.16,1.797,1,1,0.784,0.784,2.253,1,1,0.85,0.85,1.432,1,1,0.546,0.546,1.964,1,1,0.496,0.496,1.138,1,2,2.689,2.689,5.014,1,0.45,21,3
660f308e0a7a1c6ec086b467,1,3.902,3.902,6.315,1,1,4.035,4.035,5.847,1,1,5.96,5.96,8.781,1,1,3.954,3.954,5.732,1,1,2.011,2.011,3.633,1,2,2.037,2.037,4.106,1,2,2.087,2.087,4.418,1,11,1,3.196,3.196,4.715,1,2,1.734,1.734,3.296,1,2,1.44,1.44,3.167,1,1,1.587,1.587,3.103,1,1,1.446,1.446,3.439,1,1,1.369,1.369,3.109,1,2,1.622,1.622,3.219,1,2,1.634,1.634,3.257,1,1,1.628,1.628,3.282,1,2,2.405,2.405,4.068,1,2,1.833,1.833,3.613,1,1,1.758,1.758,3.616,1,2,2.747,2.747,5.36,1,2,7.856,7.856,9.3,1,0.65,21,3
6314453e0a22cc4e1e66ca08,2,2.898,2.898,3.655,1,2,2.618,2.618,3.248,1,2,2.48,2.48,3.51,1,2,1.881,1.881,2.96,1,1,2.032,2.032,2.844,1,1,1.359,1.359,2.217,1,2,0.991,0.991,1.826,1,11,1,56.16,56.16,57.317,1,2,1.273,1.273,1.859,1,1,0.944,0.944,1.846,1,1,1.283,1.283,2.009,1,1,1.979,1.979,2.624,1,2,0.967,0.967,1.7,1,2,1.085,4.846,5.633,3,1,1.113,1.113,1.969,1,2,1.26,1.26,2.056,1,1,1.373,1.373,2.379,1,1,1.244,1.244,1.922,1,2,0.992,0.992,1.842,1,1,1.658,1.658,2.571,1,2,4.207,4.207,5.221,1,0.4,21,3
656de95d96d9c1b0bfa2ba83,2,7.651,7.651,10.897,1,2,3.653,3.653,4.977,1,1,6.007,6.007,8.478,1,2,3.886,6.622,7.289,2,2,2.431,2.431,4.131,1,2,2.131,2.131,3.543,1,2,1.898,1.898,3.481,1,11,2,2.362,2.362,3.655,1,2,1.732,1.732,2.975,1,2,3.754,3.754,5.334,1,2,2.206,2.206,3.506,1,2,3.592,3.592,5.238,1,2,1.6,1.6,2.875,1,2,1.498,1.498,3.319,1,2,2.134,2.134,3.915,1,2,1.851,1.851,3.318,1,2,1.752,1.752,3.186,1,2,2.58,2.58,3.937,1,2,2.738,2.738,4.287,1,2,1.516,1.516,3.15,1,1,5.374,5.374,6.833,1,0.55,21,2
677c5e96582459bcf49e80da,1,5.139,5.139,7.071,1,2,4.938,4.938,6.708,1,1,2.65,2.65,5.347,1,2,2.786,2.786,4.726,1,2,1.15,1.15,2.503,1,1,4.013,4.013,5.253,1,1,2.067,2.067,3.466,1,11,2,1.562,1.562,2.643,1,2,3.484,3.484,4.337,1,2,1.999,1.999,2.979,1,1,1.72,1.72,2.796,1,2,1.946,1.946,2.797,1,2,1.209,1.209,2.109,1,2,1.913,1.913,2.878,1,1,1.48,1.48,2.299,1,2,2.165,2.165,3.065,1,1,1.765,1.765,2.826,1,2,1.902,1.902,2.978,1,1,1.947,1.947,3.183,1,1,1.566,1.566,2.466,1,2,3.001,3.001,4.061,1,0.45,21,1
610b5d5320ea67cf50ec0445,1,8.937,8.937,9.86,1,2,10.036,10.036,10.992,1,2,1.356,1.356,2.361,1,2,1.351,1.351,2.559,1,2,1.068,1.068,2.141,1,2,2.396,2.396,3.417,1,2,1.078,1.078,1.965,1,11,2,3.69,3.69,4.643,1,2,1.042,1.042,1.845,1,2,0.931,0.931,1.789,1,2,1.149,1.149,2.185,1,2,1.614,1.614,2.539,1,2,1.497,1.497,2.439,1,2,1.007,1.007,1.862,1,2,1.449,1.932,3.089,2,2,1.808,1.808,2.9,1,2,1.043,1.043,2.033,1,2,1.394,1.394,2.25,1,2,0.729,0.729,1.85,1,2,2.358,2.358,3.215,1,2,3.213,3.213,4.116,1,0.55,21,2
67886304e14dce87368e3688,2,7.639,7.639,8.7,1,2,1.646,3.121,3.665,2,2,3.047,3.047,3.889,1,2,1.181,1.181,2.265,1,2,1.273,1.273,2.401,1,1,1.152,1.152,2.245,1,1,1.189,1.189,2.298,1,11,2,1.373,1.373,2.5,1,2,1.114,1.114,2.554,1,1,1.368,1.368,2.132,1,1,3.067,3.067,4.101,1,1,1.742,1.742,2.565,1,1,1.11,1.11,1.966,1,1,2.142,2.142,2.875,1,1,1.277,1.277,2.301,1,1,1.249,1.249,2.352,1,1,1.589,1.589,2.647,1,1,1.65,1.65,2.6,1,1,1.755,1.755,2.553,1,1,1.187,1.187,2.201,1,2,5.208,5.208,6.161,1,0.45,21,3
5d7a99eba61a4f0001cd2a9a,2,3.023,4.648,5.663,3,2,1.281,1.281,1.819,1,2,2.193,2.193,2.784,1,2,1.335,1.335,1.89,1,1,1.105,1.105,1.563,1,1,0.767,0.767,1.185,1,2,0.936,0.936,2.54,1,11,2,1.733,1.733,2.4,1,1,1.918,1.918,2.577,1,1,0.666,0.666,1.367,1,1,1.804,1.804,2.319,1,2,1.569,1.569,2.063,1,1,0.994,0.994,1.727,1,1,1.363,1.363,2.529,1,2,0.981,0.981,1.554,1,2,1.164,2.223,3.057,2,2,2.235,2.877,3.201,2,1,1.469,1.469,1.93,1,1,0.952,1.717,1.737,2,2,0.903,0.903,1.723,1,2,1.91,1.91,2.592,1,0.35,21,2
668525b0e1eff8d40c686ec0,1,2.565,10.907,15.479,3,2,4.604,4.604,6.94,1,1,3.401,3.401,4.505,1,2,0.846,0.846,1.989,1,2,0.739,0.739,1.673,1,2,0.711,0.711,1.659,1,1,0.872,0.872,1.65,1,11,2,1.259,1.259,2.32,1,2,0.888,0.888,1.831,1,2,0.967,0.967,1.657,1,2,1.94,1.94,2.626,1,1,0.76,0.76,1.449,1,1,0.733,0.733,1.337,1,2,0.637,1.391,1.698,2,1,0.713,0.713,1.541,1,2,1.039,1.039,1.717,1,2,0.833,0.833,1.353,1,2,0.5,1.052,3.044,2,2,0.702,0.702,1.589,1,2,0.585,0.585,1.283,1,1,4.66,6.33,7.269,2,0.5,21,2
