ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,r17_pred,r17_pred_t_First Click,r17_pred_t_Last Click,r17_pred_t_Page Submit,r17_pred_t_Click Count,r18_pred,r18_pred_t_First Click,r18_pred_t_Last Click,r18_pred_t_Page Submit,r18_pred_t_Click Count,r19_pred,r19_pred_t_First Click,r19_pred_t_Last Click,r19_pred_t_Page Submit,r19_pred_t_Click Count,r20_pred,r20_pred_t_First Click,r20_pred_t_Last Click,r20_pred_t_Page Submit,r20_pred_t_Click Count,r21_pred,r21_pred_t_First Click,r21_pred_t_Last Click,r21_pred_t_Page Submit,r21_pred_t_Click Count,r22_pred,r22_pred_t_First Click,r22_pred_t_Last Click,r22_pred_t_Page Submit,r22_pred_t_Click Count,r23_pred,r23_pred_t_First Click,r23_pred_t_Last Click,r23_pred_t_Page Submit,r23_pred_t_Click Count,r24_pred,r24_pred_t_First Click,r24_pred_t_Last Click,r24_pred_t_Page Submit,r24_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
656330bce859fe9d4d59f7cd,2,2.284,2.284,3.026,1,1,0.849,1.398,2.328,2,2,0.986,1.386,2,2,1,1.805,1.805,2.463,1,1,1.126,1.126,2.168,1,1,0.976,0.976,1.7,1,1,1.129,1.129,2.055,1,11,1,1.07,1.07,1.897,1,1,0.989,0.989,1.783,1,1,0.841,0.841,1.465,1,1,1.394,1.394,2.252,1,1,0.912,0.912,1.584,1,1,0.764,0.764,1.523,1,1,29.946,30.747,31.522,2,2,0.858,0.858,1.677,1,1,0.829,0.829,1.615,1,1,0.83,0.83,1.569,1,1,0.897,0.897,1.532,1,2,0.596,1.029,1.597,2,1,0.63,0.63,1.274,1,1,0.547,0.547,1.217,1,2,0.409,0.409,1.087,1,1,0.555,0.555,1.35,1,1,0.476,1.211,1.618,2,2,3.123,3.123,3.816,1,0.5,25,1
630345dd92f26599c777a5fc,1,4.581,4.581,6.033,1,1,1.857,1.857,2.626,1,2,1.218,1.218,2.163,1,2,1.081,1.081,1.858,1,2,1.526,1.526,2.324,1,2,0.984,0.984,1.85,1,2,1.504,1.504,2.691,1,11,2,1.236,1.236,2.035,1,1,2.434,2.434,3.131,1,2,1.267,1.267,1.899,1,2,1.357,1.357,2.278,1,2,1.323,1.323,2.097,1,2,1.377,1.377,2.268,1,2,1.018,1.018,1.714,1,2,1.016,1.016,1.791,1,1,0.814,0.814,1.597,1,1,1.259,1.259,1.965,1,1,1.181,1.181,2.127,1,1,1.126,1.126,1.701,1,1,0.865,0.865,1.78,1,1,0.963,0.963,1.692,1,1,0.723,1.441,1.807,2,1,0.681,0.681,1.379,1,2,1.544,1.544,2.306,1,2,4.095,4.095,4.964,1,0.45,25,2
5dc7870428e0d566b626bcb9,2,2.398,2.398,3.142,1,1,2.733,3.697,4.214,2,1,2.777,3.305,3.805,2,2,2.848,2.848,3.403,1,1,1.124,1.124,2.154,1,2,1.255,1.255,2.486,1,1,0.983,0.983,1.921,1,11,2,2.11,2.11,3.486,1,1,1.001,1.001,2.349,1,2,0.743,0.743,1.791,1,2,0.797,2.121,3.296,2,1,0.938,0.938,1.821,1,2,0.779,0.779,1.716,1,2,0.906,0.906,1.803,1,2,0.967,0.967,2.298,1,2,1.068,1.068,2.048,1,2,1.929,3.353,4.415,3,2,1.167,1.167,2.32,1,2,1.426,1.426,2.587,1,1,0.677,0.677,1.63,1,2,0.855,0.855,1.82,1,2,0.674,0.674,1.851,1,1,0.899,0.899,1.79,1,1,0.728,0.728,1.589,1,2,1.919,1.919,3.122,1,0.5,25,2
66bb87ce7559159a3d7a79b6,1,3.902,3.902,5.326,1,1,2.568,2.568,4.16,1,1,1.566,1.566,2.629,1,1,1.867,1.867,3.034,1,1,2.844,2.844,4.161,1,1,1.872,1.872,3.014,1,1,1.863,1.863,3.014,1,11,1,3.092,3.092,3.94,1,1,1.652,1.652,2.602,1,1,1.553,1.553,2.695,1,1,1.445,1.445,2.718,1,1,2.029,2.029,3.02,1,1,1.59,1.59,2.764,1,1,1.679,1.679,2.585,1,1,1.306,1.306,2.398,1,1,1.517,1.517,2.692,1,1,1.502,1.502,2.828,1,1,1.582,1.582,2.781,1,1,1.931,1.931,3.404,1,2,2.366,2.366,3.449,1,2,2.386,2.386,3.286,1,1,2.062,2.062,2.945,1,1,1.453,1.453,2.495,1,1,1.257,1.257,2.314,1,1,14.073,14.073,15.081,1,0.55,25,3
662ae84dce75d23c0af6f24c,2,6.378,6.378,7.472,1,2,1.172,1.172,1.991,1,2,0.953,0.953,1.647,1,2,0.767,0.767,1.664,1,2,1.399,1.399,2.103,1,2,1.76,1.76,2.582,1,2,0.804,0.804,1.467,1,11,2,2.024,2.024,3.05,1,2,0.839,0.839,1.741,1,1,1.019,1.019,1.79,1,1,1.819,1.819,2.572,1,1,0.794,0.794,1.595,1,2,0.866,0.866,1.672,1,1,0.705,0.705,1.402,1,2,0.723,0.723,1.686,1,1,0.716,0.716,1.537,1,2,1.054,1.054,1.871,1,2,0.816,0.816,2.114,1,1,0.732,0.732,1.471,1,2,0.855,0.855,1.657,1,1,1.08,1.08,1.946,1,1,0.697,0.697,1.503,1,1,0.85,0.85,1.592,1,2,1.319,1.319,2.073,1,1,5.988,5.988,6.886,1,0.5,25,3
63c1c24976306b075e432d82,1,5.359,5.359,7.714,1,1,3.92,3.92,5.219,1,1,2.777,2.777,4.4,1,1,6.901,6.901,8.625,1,2,3.828,3.828,5.047,1,2,1.535,4.122,5.499,2,2,2.186,2.186,3.101,1,11,1,1.874,1.874,2.8,1,1,1.621,1.621,2.501,1,2,1.366,1.366,2.393,1,2,0.913,0.913,1.996,1,1,1.455,1.455,2.46,1,1,1.208,1.208,2.81,1,1,1.185,2.243,3.608,2,2,1.301,1.301,2.43,1,1,1.397,1.397,2.965,1,2,1.775,1.775,2.757,1,2,1.162,1.162,2.189,1,2,1.521,1.521,2.47,1,2,1.775,1.775,2.894,1,2,1.459,1.459,2.419,1,2,1.524,1.524,2.709,1,1,1.396,1.396,2.659,1,1,1.171,1.171,2.446,1,2,8.919,8.919,10.013,1,0.6,25,1
6099cd576086c446e03ee629,2,7.511,7.511,9.729,1,2,2.626,2.626,4.434,1,2,0.884,0.884,2.037,1,2,3.94,3.94,5.644,1,2,5.713,5.713,6.585,1,2,3.033,3.033,4.346,1,2,1.194,1.194,2.65,1,11,2,3.542,3.542,4.758,1,2,2.867,2.867,4.756,1,2,5.497,6.305,7.354,2,2,2.132,2.132,3.342,1,2,1.309,1.309,3.767,1,2,2.598,2.598,3.535,1,2,0.859,0.859,1.748,1,1,1.03,1.03,1.703,1,2,2.512,2.512,3.304,1,2,1.498,1.498,2.304,1,1,2.465,2.753,3.602,2,2,1.342,1.695,2.447,2,2,0.526,0.526,1.43,1,1,1.139,1.139,1.939,1,2,1.859,2.9,4.372,2,2,0.834,0.834,1.809,1,1,2.216,2.216,3.233,1,2,2.97,2.97,5.347,1,0.6,25,1
6642aaff6b9eaa6fcd640b60,2,1.579,1.579,2.951,1,1,0.984,0.984,1.757,1,1,0.848,0.848,1.565,1,2,4.081,4.081,4.61,1,2,0.748,0.748,1.431,1,2,0.605,0.605,1.316,1,2,0.606,0.606,1.114,1,11,2,1.116,1.116,1.837,1,2,0.464,0.464,1.221,1,2,0.733,0.733,1.424,1,2,0.801,0.801,1.644,1,2,0.561,0.561,1.279,1,2,1.431,1.431,2.314,1,2,0.727,0.727,1.583,1,1,0.764,0.764,1.415,1,1,0.436,0.436,1.239,1,1,2.14,2.14,2.794,1,2,0.773,0.773,1.662,1,1,0.694,1.405,2.048,2,2,0.616,0.616,1.282,1,1,0.722,0.722,1.286,1,2,0.459,0.459,1.213,1,1,0.006,0.314,1.012,2,2,1.347,1.347,1.991,1,1,3.296,3.296,3.978,1,0.55,25,1
5bf735882dd20c0001317fca,1,5.29,5.29,6.219,1,1,0.784,0.784,1.555,1,2,0.55,0.55,1.478,1,2,0.534,0.534,1.355,1,2,0.631,1.251,1.677,2,2,11.04,11.04,12.313,1,1,3.069,3.069,3.92,1,11,2,8.955,8.955,9.797,1,2,2.351,2.351,3.165,1,1,0.819,0.819,1.476,1,2,1.626,1.626,2.569,1,2,1.636,1.636,2.739,1,1,0.771,0.771,1.568,1,2,0.575,0.575,1.35,1,1,0.379,0.379,1.13,1,2,0.389,1.593,2.218,3,2,0.562,1.476,1.942,3,2,0.62,0.62,1.418,1,1,0.974,1.81,2.696,2,2,0.606,0.606,1.385,1,2,0.35,0.35,0.901,1,2,0.245,0.245,1.169,1,1,0.412,0.412,1.169,1,2,0.46,0.46,1.059,1,2,3.532,3.532,4.331,1,0.65,25,3
66dcc0e54f44ccecf2730c76,1,5.211,5.211,7.283,1,2,5.289,5.289,7.201,1,1,3.654,3.654,5.66,1,1,6.088,13.718,15.653,2,2,36.06,36.06,37.312,1,1,2.134,2.134,3.491,1,1,1.669,1.669,3.068,1,11,1,4.715,4.715,6.114,1,1,1.352,1.352,2.931,1,2,3.304,3.304,4.766,1,1,1.531,1.531,2.837,1,1,5.216,5.216,6.651,1,2,9.577,47.534,48.657,2,1,0.705,0.705,2.112,1,1,0.481,1.677,2.948,3,1,1.274,1.274,2.645,1,1,2.122,2.122,3.447,1,1,1.423,1.423,2.769,1,2,1.461,1.461,2.703,1,1,1.81,1.81,2.983,1,2,1.306,1.306,2.415,1,1,1.736,1.736,3.436,1,2,1.453,1.453,2.629,1,2,1.189,1.189,2.328,1,2,5.423,5.423,6.827,1,0.45,25,1
67217c9b294edb50f005d264,2,3.312,3.312,4.259,1,1,0.928,0.928,1.805,1,1,2.104,2.104,2.843,1,1,0.952,0.952,5.827,1,1,2.093,2.093,4.388,1,1,1.377,1.377,2.599,1,1,1.058,1.058,1.999,1,11,1,1.829,1.829,4.572,1,1,2.795,2.795,3.892,1,1,4.467,4.467,5.818,1,2,1.349,1.349,2.235,1,2,0.878,0.878,1.512,1,2,0.92,0.92,1.959,1,1,1.149,1.149,1.802,1,2,5.368,5.368,6.314,1,1,2.878,2.878,4.403,1,1,1.557,1.557,3.26,1,2,0.527,0.527,1.146,1,1,0.914,0.914,2.17,1,2,4.408,4.408,4.974,1,1,0.7,1.873,2.226,3,1,1.067,1.067,1.86,1,1,0.55,0.55,1.426,1,2,1.653,1.653,2.434,1,1,3.864,3.864,5.267,1,0.55,25,1
663e7500449ebc055cb545ca,2,12.242,12.242,13.07,1,2,4.834,4.834,5.421,1,1,1.111,1.111,1.758,1,1,1.375,1.888,2.213,2,1,1.115,1.115,1.642,1,2,0.683,0.683,1.276,1,1,0.866,0.866,1.426,1,11,1,2.328,3.269,3.731,2,1,0.643,1.214,1.464,2,1,0.65,0.65,1.26,1,2,0.499,0.499,1.167,1,2,0.548,0.548,1.162,1,2,0.575,0.575,1.234,1,1,0.516,0.516,1.561,1,1,0.323,0.323,0.843,1,2,1.358,1.358,2.198,1,2,3.44,3.864,4.238,2,1,0.871,0.871,1.36,1,2,0.748,1.316,2.163,2,2,0.639,0.639,1.124,1,2,1.288,1.288,1.848,1,1,0.821,0.821,1.168,1,2,1.428,1.428,1.963,1,1,1.16,1.647,2.062,2,1,3.163,3.163,3.932,1,0.6,25,3
66bb64956316da53fcb5d02f,2,6.763,6.763,8.597,1,1,2.523,2.523,5.707,1,2,1.965,1.965,3.293,1,2,1.483,1.483,3.301,1,1,1.9,1.9,3.213,1,1,1.552,1.552,2.721,1,2,1.369,1.369,3.191,1,11,1,3.219,3.219,4.345,1,2,0.942,0.942,1.8,1,1,1.199,1.199,2.678,1,2,0.923,0.923,2.19,1,1,1.34,1.34,2.406,1,2,2.085,2.085,3.417,1,1,1.098,1.098,2.282,1,1,1.366,1.366,2.597,1,2,0.813,0.813,2.072,1,1,1.999,1.999,3.146,1,2,1.414,1.414,2.801,1,1,2.176,2.176,3.593,1,2,2.486,2.486,3.451,1,1,1.613,1.613,2.762,1,2,2.003,2.003,3.732,1,2,2.317,2.913,4.437,2,2,1.772,1.772,3.236,1,2,2.198,2.198,3.435,1,0.8,25,2
5fe49a4ad8918ba1615e298d,1,3.03,3.03,4.563,1,1,2.18,2.18,3.712,1,1,1.462,1.462,3.788,1,1,1.344,1.864,2.781,2,2,0.9,0.9,1.72,1,2,1.26,1.26,2.161,1,2,0.811,0.811,1.535,1,11,1,3.125,3.125,4.074,1,1,4.238,4.238,5.899,1,1,1.698,1.698,2.997,1,2,1.343,2.543,3.356,2,2,0.964,0.964,2.833,1,2,0.758,0.758,1.967,1,1,0.67,0.67,1.851,1,2,1.455,1.455,2.461,1,1,1.318,1.318,2.458,1,1,1.151,1.151,2.139,1,1,1.678,1.678,2.779,1,2,1.428,1.428,3.697,1,2,1.465,1.465,2.399,1,2,0.826,0.826,1.798,1,1,1.472,1.472,2.654,1,2,0.824,0.824,2.076,1,2,1.27,1.27,2.035,1,2,3.819,3.819,4.879,1,0.4,25,1
5bcd315d0f10750001d7f22e,2,3.609,3.609,5.107,1,1,1.668,1.668,2.638,1,1,3.21,3.21,4.351,1,1,1.116,1.116,2.275,1,1,0.487,0.487,1.68,1,2,0.573,0.573,1.774,1,2,0.62,1.225,2.063,3,11,1,0.771,0.771,2.23,1,2,0.649,0.649,1.636,1,1,0.941,0.941,1.895,1,1,0.456,0.456,1.105,1,2,0.846,0.846,1.637,1,2,0.979,0.979,1.994,1,2,0.658,0.658,2.002,1,2,0.385,0.385,1.546,1,1,1.965,1.965,3.969,1,2,1.727,1.727,2.638,1,2,1.351,1.351,2.06,1,2,0.611,0.611,1.193,1,2,0.568,1.337,1.737,2,2,0.799,0.799,1.838,1,1,0.898,0.898,1.84,1,1,1.002,1.002,2.066,1,1,0.613,0.613,1.763,1,2,1.941,2.862,4.099,3,0.45,25,3
6340b7955ab968e4426eb476,2,4.378,13.281,13.735,2,1,3.127,4.004,4.36,3,1,7.518,7.518,7.87,1,2,2.913,3.278,3.45,2,2,2.595,2.595,3.028,1,1,2.081,2.471,2.757,2,1,2.458,2.458,3.05,1,11,2,2.07,2.797,2.963,3,1,0.646,0.646,1.028,1,1,0.483,0.483,0.796,1,1,3.533,4.052,4.548,3,2,0.588,0.919,1.291,2,2,0.644,0.644,1.004,1,2,0.566,0.901,1.439,2,2,0.761,0.761,1.236,1,2,1.067,1.067,1.817,1,1,2.691,3.642,3.998,4,2,2.202,2.75,2.913,2,2,1.646,1.646,2.038,1,1,2.75,3.043,3.252,2,1,2.527,3.066,3.201,3,2,1.4,1.4,1.793,1,2,2.055,3.179,3.436,4,1,1.931,2.389,2.79,2,2,1.628,1.628,2.152,1,0.3,25,2
6766deef2e4e127d7fc3c293,2,3.26,3.26,4.023,1,2,3.567,3.567,4.106,1,1,2.336,2.336,2.96,1,1,0.785,2.049,2.308,3,1,0.875,1.611,1.85,2,2,0.734,1.438,2,2,2,2.357,2.357,3.246,1,11,2,3.847,3.847,4.505,1,2,4.729,4.729,5.211,1,1,4.056,4.056,4.675,1,1,1.137,1.744,2.035,2,2,0.928,0.928,1.465,1,2,0.594,0.594,1.505,1,2,0.652,0.652,1.255,1,2,0.856,0.856,1.474,1,1,0.551,0.551,1.087,1,1,1.161,1.554,1.756,2,1,0.896,0.896,1.309,1,2,1.012,1.012,1.471,1,2,0.526,0.847,1.041,2,2,0.297,1.345,1.594,4,1,0.635,0.635,1.46,1,1,0.455,1.11,1.385,2,1,0.455,0.455,1.017,1,2,2.426,3.107,3.861,2,0.45,25,2
6785e7bdfc01fc034c5b8661,1,2.441,2.441,3.064,1,2,1.417,2.601,3.287,3,2,0.467,0.467,1.221,1,2,0.46,0.46,1.165,1,1,0.48,0.48,1.235,1,2,0.597,0.597,1.168,1,2,1.778,2.662,3.334,2,11,1,1.416,1.416,2.158,1,1,1.136,1.136,2.709,1,2,0.709,0.709,1.297,1,2,0.115,0.949,1.17,3,1,1.239,1.239,1.961,1,2,1.591,1.591,2.315,1,2,1.483,1.483,2.822,1,1,1.429,2.662,3.251,2,2,1.68,2.664,2.935,3,1,1.344,1.881,2.215,2,1,0.533,2.416,3.053,3,1,0.563,0.563,1.087,1,1,0.619,0.619,1.125,1,1,0.74,0.74,1.311,1,2,0.379,1.265,1.667,2,2,0.76,0.76,1.415,1,2,0.32,0.987,1.375,2,1,3.091,5.31,6.149,2,0.85,25,2
65f4de464a8635751f0c14f2,2,2.403,2.403,2.987,1,1,3.4,3.4,4.225,1,1,0.901,0.901,1.592,1,2,1.1,1.1,2.049,1,2,3.304,3.304,3.878,1,1,0.701,1.333,1.886,2,1,0.901,0.901,1.4,1,11,1,1.12,1.12,1.513,1,1,0.7,0.7,1.342,1,2,0.891,0.891,1.325,1,1,0.559,0.559,0.918,1,1,0.793,0.793,1.367,1,1,0.8,0.8,1.156,1,1,0.501,0.501,1.032,1,1,1.001,1.001,1.816,1,2,0.913,0.913,1.372,1,2,1.001,1.001,1.579,1,2,1.001,1.001,1.71,1,1,0.624,0.624,1.047,1,1,0.8,0.8,1.415,1,1,0.801,0.801,1.496,1,1,0.632,0.632,0.9,1,1,1.039,1.039,1.562,1,2,0.623,0.623,1,1,1,3.415,3.415,3.926,1,0.5,25,3
67f078a4424ed89739827b18,2,8.288,8.288,11.778,1,2,10.334,10.334,12.207,1,1,5.045,5.045,6.831,1,2,2.345,2.345,3.619,1,2,1.376,1.376,2.204,1,2,2.876,2.876,3.911,1,2,2.375,2.375,3.672,1,11,2,1.519,1.519,2.616,1,2,1.639,1.639,3.217,1,2,1.506,1.506,2.764,1,2,1.25,1.25,3.1,1,2,1.253,1.253,2.535,1,2,2.553,2.553,4.187,1,2,1.534,1.534,2.928,1,2,1.486,1.486,2.657,1,2,1.652,1.652,2.742,1,2,2.348,2.348,3.99,1,2,2.401,2.401,3.947,1,2,2.516,2.516,3.798,1,2,1.709,1.709,3.11,1,2,2.404,2.404,4.167,1,2,2.019,2.019,3.357,1,2,1.915,1.915,3.757,1,2,1.322,1.322,2.62,1,2,3.914,3.914,7.972,1,0.65,25,3
5e120ac3ac9e168a3f6ded71,2,9.268,9.268,13.264,1,2,2.03,2.03,2.919,1,2,1.005,1.005,1.473,1,2,1.248,1.248,1.724,1,2,1.259,1.259,1.877,1,1,1.348,1.348,2.101,1,2,0.955,0.955,1.422,1,11,2,1.778,1.778,2.4,1,2,1.2,1.2,1.958,1,2,1.922,1.922,2.655,1,2,4.862,4.862,5.328,1,2,1.506,1.506,2.356,1,2,0.821,0.821,1.695,1,2,1.067,1.067,1.82,1,2,0.906,0.906,1.631,1,2,1.396,1.396,2,1,2,1.031,1.031,1.862,1,2,1.28,1.28,2.021,1,2,0.826,0.826,1.634,1,2,1.062,1.062,1.679,1,2,1.313,1.313,2.201,1,2,1.135,1.135,1.843,1,2,2.29,2.29,2.948,1,2,1.849,1.849,4.034,1,2,7.039,7.039,12.101,1,0.65,25,1
67165f030b14a8bf6b64cf8c,1,4.312,4.312,11.177,1,1,5.72,5.72,9.573,1,2,7.465,7.465,9.428,1,2,1.692,1.692,3.695,1,1,2.632,2.632,3.72,1,2,5.499,5.499,7.338,1,2,3.4,3.4,4.338,1,11,2,1.895,1.895,3.386,1,2,1.738,1.738,3.452,1,2,1.675,1.675,2.803,1,2,0.984,0.984,2.229,1,1,1.997,1.997,3.601,1,1,1.112,1.112,2.06,1,2,1.259,1.259,2.144,1,2,0.993,0.993,1.934,1,1,1.707,1.707,5.823,1,2,1.415,1.415,2.278,1,2,1.187,1.187,2.049,1,1,2.604,2.604,3.461,1,2,0.803,0.803,1.509,1,1,4.301,4.301,5.435,1,1,1.017,1.017,1.761,1,2,0.801,0.801,1.592,1,2,1.095,1.095,1.965,1,1,7.887,7.887,9.414,1,0.9,25,1
66be4687d36e5e25cd77eb9b,1,3.419,3.419,4.515,1,1,1.492,1.492,2.894,1,1,2.431,2.431,4.227,1,1,1.391,1.391,2.378,1,1,1.461,1.461,2.44,1,1,1.28,1.28,2.339,1,1,0.988,0.988,1.967,1,11,1,0.855,0.855,2.028,1,1,1.893,1.893,2.871,1,1,1.12,1.12,2.168,1,1,0.913,0.913,1.911,1,1,0.756,0.756,1.827,1,1,0.931,0.931,1.737,1,1,0.68,0.68,1.491,1,1,0.735,0.735,1.7,1,1,0.698,0.698,1.686,1,1,1.077,1.077,2.049,1,1,0.851,0.851,1.748,1,1,0.766,0.766,1.649,1,1,0.748,0.748,1.713,1,1,0.666,0.666,1.677,1,1,0.762,1.255,2.095,2,1,0.754,0.754,1.733,1,1,0.635,0.635,1.361,1,2,2.378,2.378,3.387,1,0.5,25,1
5d5497857aff650001a18c3c,2,2.237,2.237,5.226,1,2,1.639,1.639,2.68,1,2,1.429,1.429,2.518,1,2,1.076,1.076,2.266,1,2,1.125,1.125,2.114,1,2,1.324,1.324,2.315,1,2,0.812,0.812,1.667,1,11,1,0.808,0.808,1.647,1,1,0.719,0.719,1.607,1,1,1.433,1.433,3.222,1,1,0.726,0.726,1.548,1,1,0.788,0.788,1.645,1,1,1.017,1.017,1.901,1,1,1.101,1.101,2.039,1,1,0.698,0.698,1.619,1,1,1.088,1.088,2.245,1,1,0.985,0.985,1.841,1,1,0.788,1.272,2.21,2,1,0.89,0.89,1.661,1,1,0.724,0.724,1.68,1,1,0.934,0.934,1.785,1,1,0.704,0.704,1.478,1,1,0.695,0.695,1.568,1,1,0.848,0.848,1.701,1,2,3.395,3.395,4.268,1,0.45,25,3
5fc1ffc15478a5319b85ecd2,2,5.403,5.403,6.85,1,1,3.912,3.912,4.706,1,2,1.51,1.51,3,1,2,1.383,1.383,2.718,1,2,0.673,0.673,1.604,1,1,1.293,1.293,2.137,1,2,0.921,0.921,1.797,1,11,1,3.71,3.71,4.332,1,2,1.506,1.506,3.058,1,2,1.097,1.097,2.623,1,2,2.261,2.261,3.38,1,1,2.112,2.112,3.997,1,1,3.357,3.357,4.622,1,2,1.355,1.355,2.881,1,2,3.159,3.159,4.638,1,1,1.457,1.457,2.196,1,2,0.945,0.945,1.56,1,2,2.334,2.334,3.002,1,2,1.055,1.055,1.614,1,1,0.911,0.911,1.362,1,2,0.686,0.686,1.187,1,2,1.806,1.806,2.867,1,1,1.454,1.454,2.48,1,1,2.084,2.084,2.647,1,2,5.458,5.458,6.504,1,0.7,25,2
5db753692a16b8000b4d44f6,1,3.32,4.768,5.531,2,1,2.326,2.846,3.427,2,2,1.77,1.77,2.565,1,2,1.436,1.436,2.343,1,1,1.296,1.296,2.021,1,1,1.486,1.958,2.547,2,1,0.689,0.689,1.268,1,11,2,1.232,1.785,2.02,2,1,0.94,0.94,1.831,1,1,1.639,1.639,2.517,1,2,1.242,2.411,4.943,2,2,3.026,3.026,3.668,1,1,2.274,2.274,2.819,1,1,2.249,2.249,2.802,1,1,1.412,1.412,2.247,1,2,0.922,0.922,1.533,1,2,1.862,1.862,2.4,1,1,1.753,1.753,2.318,1,1,1.029,2.341,2.815,4,2,1.168,1.168,1.539,1,1,0.596,0.596,1.155,1,1,0.897,0.897,1.283,1,1,0.524,0.524,0.961,1,2,0.692,0.692,1.336,1,1,4.162,4.162,4.9,1,0.7,25,3
60493e65aba91587246602a2,1,1.842,1.842,5.137,1,1,1.193,1.193,3.377,1,1,0.853,0.853,2.255,1,1,1.314,1.314,2.447,1,1,1.072,1.072,2.314,1,1,0.933,0.933,1.934,1,1,1.556,1.556,2.787,1,11,2,2.144,2.144,3.226,1,1,0.815,0.815,2.051,1,2,1.8,1.8,2.937,1,1,1.762,1.762,3.214,1,2,2.301,2.301,3.524,1,2,3.101,3.101,4.165,1,1,1.451,1.451,2.468,1,2,0.839,3.688,4.815,2,1,1.245,1.245,2.429,1,1,1.488,1.488,3.071,1,2,1.845,1.845,3.002,1,1,1.442,1.442,3.144,1,1,1.282,1.282,2.702,1,2,1.675,1.675,2.916,1,2,1.583,1.583,3.077,1,1,1.438,1.438,2.669,1,1,1.375,1.375,2.478,1,1,2.913,2.913,4.031,1,0.6,25,1
63197fd7937a764ff92e0fea,1,3.026,3.026,3.962,1,1,2.244,2.244,3.111,1,2,0.775,3.054,3.689,2,2,0.852,0.852,1.408,1,2,0.921,0.921,1.528,1,2,1.88,1.88,2.478,1,2,0.754,1.29,1.523,2,11,2,1.5,1.928,2.466,2,1,1.584,1.584,2.2,1,1,2.243,2.243,2.999,1,2,1.193,1.992,2.247,2,2,4.727,4.727,5.621,1,1,1.223,1.223,1.999,1,1,3.863,3.863,4.598,1,2,2.151,2.584,3.422,2,1,3.269,4.012,4.308,2,2,0.728,3.736,4.051,5,2,0.831,0.831,1.861,1,1,2.281,2.281,2.847,1,2,0.594,0.594,1.192,1,1,0.506,0.506,1.134,1,2,0.797,0.797,1.373,1,1,0.609,1.121,1.357,2,2,0.595,0.595,1.184,1,2,2.886,2.886,3.624,1,0.45,25,2
676d967fdcb045c99d113508,2,5.201,5.201,6.721,1,2,1.558,1.558,3.648,1,2,1.323,1.323,2.443,1,2,1.181,1.181,2.734,1,2,1.305,1.305,2.67,1,2,1.449,2.695,3.511,2,2,0.819,0.819,2.308,1,11,2,0.679,0.679,1.688,1,2,1.252,1.252,2.005,1,2,1.082,1.082,1.922,1,2,0.988,0.988,1.882,1,2,1.175,1.175,2.064,1,2,1.001,1.001,1.991,1,2,0.586,2.608,3.788,2,2,0.974,0.974,1.898,1,2,0.756,1.514,2.208,2,1,0.692,0.692,3.093,1,2,0.976,0.976,1.762,1,2,0.669,0.669,1.659,1,2,0.791,0.791,1.736,1,2,0.83,0.83,1.799,1,2,1.179,1.179,4.593,1,2,0.801,0.801,1.661,1,2,0.797,0.797,1.925,1,2,2.782,2.782,3.815,1,0.65,25,2
