ProlificID,r1_pred,r1_pred_t_First Click,r1_pred_t_Last Click,r1_pred_t_Page Submit,r1_pred_t_Click Count,r2_pred,r2_pred_t_First Click,r2_pred_t_Last Click,r2_pred_t_Page Submit,r2_pred_t_Click Count,r3_pred,r3_pred_t_First Click,r3_pred_t_Last Click,r3_pred_t_Page Submit,r3_pred_t_Click Count,r4_pred,r4_pred_t_First Click,r4_pred_t_Last Click,r4_pred_t_Page Submit,r4_pred_t_Click Count,r5_pred,r5_pret_t_First Click,r5_pret_t_Last Click,r5_pret_t_Page Submit,r5_pret_t_Click Count,r6_pred,r6_pred_t_First Click,r6_pred_t_Last Click,r6_pred_t_Page Submit,r6_pred_t_Click Count,r7_pred,r7_pred_t_First Click,r7_pred_t_Last Click,r7_pred_t_Page Submit,r7_pred_t_Click Count,attention_check,r8_pred,r8_pred_t_First Click,r8_pred_t_Last Click,r8_pred_t_Page Submit,r8_pred_t_Click Count,r9_pred,r9_pred_t_First Click,r9_pred_t_Last Click,r9_pred_t_Page Submit,r9_pred_t_Click Count,r10_pred,r10_pred_t_First Click,r10_pred_t_Last Click,r10_pred_t_Page Submit,r10_pred_t_Click Count,r11_v1,r11_pred_t_First Click,r11_pred_t_Last Click,r11_pred_t_Page Submit,r11_pred_t_Click Count,r12_pred,r12_pred_t_First Click,r12_pred_t_Last Click,r12_pred_t_Page Submit,r12_pred_t_Click Count,r13_pred,r13_pred_t_First Click,r13_pred_t_Last Click,r13_pred_t_Page Submit,r13_pred_t_Click Count,r14_pred,r14_pred_t_First Click,r14_pred_t_Last Click,r14_pred_t_Page Submit,r14_pred_t_Click Count,r15_pred,r15_pred_t_First Click,r15_pred_t_Last Click,r15_pred_t_Page Submit,r15_pred_t_Click Count,r16_pred,r16_pred_t_First Click,r16_pred_t_Last Click,r16_pred_t_Page Submit,r16_pred_t_Click Count,final_categorical,final_categorical_t_First Click,final_categorical_t_Last Click,final_categorical_t_Page Submit,final_categorical_t_Click Count,rewards,round,version
664e7e50cc2f56fd62fe1f9e,2,5.248,5.248,6.105,1,2,3.39,3.39,4.048,1,2,8.218,8.218,9.058,1,1,3.254,11.132,11.75,3,2,2.578,2.578,3.326,1,2,2.343,2.671,3.333,2,2,4.601,4.601,5.388,1,11,2,7.514,7.514,8.257,1,2,8.257,8.257,8.92,1,2,51.116,52.27,52.865,2,2,18.251,18.251,19.007,1,2,8.458,8.458,9.244,1,2,5.136,5.136,6.049,1,1,12.073,12.073,12.741,1,2,7.524,8.276,8.581,2,2,10.402,10.402,11.145,1,1,1.106,3.468,4.616,2,0.4,17,1
673e39bac4e40b1e4c76575e,2,0.848,0.848,1.669,1,2,0.881,0.881,2.014,1,2,0.536,0.536,1.957,1,2,0.625,0.625,2.009,1,2,0.564,0.564,1.7,1,2,0.631,0.631,1.301,1,1,0.855,0.855,2.045,1,11,2,0.7,0.7,1.401,1,2,0.672,0.672,1.38,1,2,0.538,0.538,1.223,1,2,1.312,1.312,2.566,1,2,0.944,0.944,2.03,1,2,0.736,0.736,1.655,1,2,0.714,0.714,1.639,1,2,1.464,1.464,2.318,1,2,0.503,0.503,1.625,1,2,1.297,1.297,2.341,1,0.45,17,1
6764e7d8f4da0156234521ff,1,1.585,1.585,8.609,1,1,1.436,1.436,4.056,1,2,2.25,2.25,3.255,1,2,0.952,0.952,2.272,1,1,0.467,0.67,1.922,2,2,0.357,0.357,1.444,1,2,1.985,1.985,3.141,1,11,2,0.83,0.83,2,1,2,2.823,2.823,3.894,1,1,0.638,0.638,1.729,1,1,0.429,0.429,1.696,1,2,0.334,0.334,1.338,1,1,1.05,1.05,2.139,1,1,0.646,0.646,1.767,1,1,0.959,0.959,1.962,1,2,0.332,0.332,1.301,1,1,1.734,1.734,3.024,1,0.3,17,2
668edb3b608a3d4537e2da08,1,4.99,4.99,7.847,1,2,2.972,2.972,4.565,1,1,0.95,2.12,3.211,2,2,1.365,1.365,2.501,1,2,1.427,1.427,2.846,1,2,1.54,1.54,3.173,1,2,1.027,1.027,1.724,1,11,1,2.717,2.717,4.162,1,2,0.928,0.928,1.999,1,1,0.942,2.153,3.096,2,2,1.008,1.008,2.348,1,1,1.219,1.219,2.75,1,1,1.387,1.387,2.893,1,1,1.002,1.002,2.104,1,2,1.234,1.234,2.747,1,2,0.83,0.83,2.201,1,1,5.212,5.212,8.262,1,0.25,17,1
5ea25b82a46065174c689daa,2,4.932,5.546,6.762,2,2,1.051,1.051,1.874,1,1,1.401,1.401,2.328,1,2,2.04,2.04,2.897,1,1,0.928,0.928,1.751,1,1,1.201,1.201,1.936,1,1,0.904,1.392,2.136,2,11,2,1.2,2.02,2.953,2,1,0.86,0.86,1.731,1,1,0.971,0.971,2.036,1,2,0.782,0.782,1.715,1,1,1.194,1.194,2.167,1,2,0.2,0.2,1.52,1,1,1.03,1.66,2.506,2,1,1.121,1.121,1.974,1,1,1.037,1.037,1.908,1,1,3.345,3.345,4.339,1,0.4,17,2
60f3c1b003bbf8263f002824,1,3.362,3.362,6.316,1,2,2.073,4.608,5.705,2,2,1.63,1.63,3.982,1,2,1.32,1.32,2.636,1,1,3.555,3.555,5.037,1,1,1.146,1.146,2.462,1,1,1.244,1.244,2.676,1,11,1,1.468,1.468,2.817,1,1,1.03,1.03,2.006,1,2,1.102,1.102,2.467,1,1,1.014,1.014,2.364,1,2,1.145,1.145,2.261,1,2,2.359,2.359,3.39,1,2,1.067,1.067,2.049,1,2,1.479,1.479,2.596,1,1,0.909,0.909,2.241,1,2,4.972,4.972,6.436,1,0.4,17,3
63eea80c0dd2a44e8b0266e4,1,1.556,1.556,3.232,1,1,1.789,2.864,3.765,2,2,0.757,0.757,1.787,1,2,1.346,1.346,2.223,1,2,0.943,0.943,1.901,1,2,0.823,0.823,1.789,1,2,1.43,1.43,2.331,1,11,2,0.711,0.711,1.598,1,2,0.927,0.927,1.712,1,2,0.661,0.661,1.74,1,2,1.006,1.996,2.535,2,2,0.982,0.982,2.217,1,2,0.918,0.918,1.622,1,2,0.683,0.683,1.562,1,2,0.733,0.733,1.406,1,2,1.066,1.066,2.124,1,2,3.713,3.713,4.601,1,0.4,17,3
67155947b83a6aee15acbc0d,2,2.891,2.891,4.683,1,2,3.257,3.257,5.198,1,1,2.041,2.041,3.749,1,1,2.506,2.506,3.901,1,2,1.832,1.832,3.315,1,1,2.575,2.575,4.125,1,2,2.893,2.893,4.518,1,11,2,2.384,2.384,3.898,1,1,2.266,2.266,3.618,1,2,2.305,2.305,3.601,1,2,2.311,2.311,3.949,1,2,2.485,2.485,3.947,1,1,1.785,1.785,3.503,1,1,2.423,2.423,4.342,1,2,2.315,2.315,4.469,1,2,2.172,2.172,4.174,1,2,4.345,4.345,6.187,1,0.5,17,3
61078972d4d5feb1d8b8a651,1,1.414,1.862,2.531,2,2,1.164,2.467,4.101,3,2,1.444,1.977,2.65,2,2,1.268,2.836,3.256,2,1,2.653,3.104,4.201,2,1,0.635,1.052,1.477,2,1,0.53,0.964,1.352,2,11,1,1.957,2.391,2.781,2,2,1.044,1.512,1.849,2,1,0.44,0.99,1.479,2,2,1.165,1.647,1.984,2,2,0.62,1.02,1.371,2,2,0.506,0.922,1.663,2,2,0.603,1.137,1.59,2,1,1.213,2.556,3.49,3,1,0.617,1.067,1.901,2,2,3.936,3.936,4.525,1,0.2,17,2
661ec48c618b7a27e5a9077a,1,6.681,6.681,8.223,1,2,3.614,3.614,4.999,1,1,3.489,3.489,5.054,1,1,1.831,1.831,3.118,1,2,4.268,4.268,5.66,1,1,2.785,2.785,4.193,1,1,2.174,2.174,3.678,1,11,1,2.102,2.102,3.225,1,1,1.618,1.618,2.869,1,1,2.222,2.222,3.104,1,1,0.999,0.999,2.099,1,1,1.348,1.348,2.374,1,1,1.301,1.301,2.528,1,1,1.304,1.304,2.472,1,1,1.042,1.042,2.058,1,1,2.216,2.216,3.4,1,2,23.486,23.486,24.602,1,0.2,17,1
67e97a22653a5c0aba16efe5,1,10.965,15.312,18.035,3,1,3.294,3.294,4.681,1,2,5.582,7.743,9.022,2,1,3.855,3.855,5.04,1,2,3.934,3.934,4.738,1,1,4.394,4.394,5.401,1,2,2.276,3.301,4.025,2,11,2,2,2,2.591,1,2,4.722,4.722,5.544,1,2,2.201,2.201,3.42,1,2,7.686,7.686,8.401,1,1,4.031,4.031,5.028,1,2,9.532,9.532,10.353,1,2,5.66,5.66,6.493,1,1,4.834,4.834,5.913,1,2,2.958,2.958,3.711,1,1,16.616,16.616,17.595,1,0.4,17,2
6736ce53faf488be6bfad450,1,5.91,5.91,7.039,1,2,2.857,2.857,4.527,1,1,3.073,3.073,4.096,1,2,9.006,9.006,9.904,1,2,2.183,2.183,2.981,1,1,1.793,1.793,2.711,1,1,1.525,1.525,2.419,1,11,2,2.967,2.967,4.124,1,1,1.945,12.689,14.343,5,1,0.784,0.784,2.165,1,2,1.577,1.577,2.448,1,2,1.493,1.493,2.806,1,1,0.805,0.805,1.622,1,1,0.91,0.91,1.652,1,2,1.071,1.071,1.765,1,2,1.047,1.047,2.084,1,2,9.405,9.405,10.257,1,0.6,17,3
667e22f8b57a5f0449266f4d,1,3.129,3.129,3.983,1,1,1.082,1.082,2.436,1,1,2.2,2.2,3.393,1,1,1.11,1.11,1.78,1,1,0.859,0.859,1.601,1,1,1.028,1.028,2.764,1,1,0.892,2.243,2.9,3,11,1,0.843,0.843,1.859,1,1,0.926,1.774,2.627,2,1,1.1,3.077,3.001,4,1,1.199,1.199,2.901,1,1,0.762,1.444,2.446,2,1,1.216,1.216,2.253,1,1,0.895,0.895,1.538,1,1,1.06,1.06,2.358,1,1,1.09,1.09,1.761,1,2,6.228,6.228,7.99,1,0.3,17,2
664930989a37c7daf430333d,2,2.114,2.114,2.969,1,2,0.845,0.845,1.564,1,1,1.025,1.025,1.785,1,1,1.166,1.166,1.799,1,2,0.842,0.842,1.777,1,1,0.881,0.881,1.625,1,2,0.747,0.747,1.991,1,11,1,0.618,0.618,1.384,1,1,0.692,0.692,1.371,1,2,1.026,1.026,1.77,1,1,0.743,0.743,1.417,1,2,1.239,1.239,1.937,1,2,1.618,1.618,2.383,1,1,1.043,1.043,1.727,1,2,0.853,0.853,1.437,1,1,0.942,0.942,1.572,1,1,3.104,3.104,4.346,1,0.4,17,1
6496f9fbc2928ee6956ef623,2,0.3,1.202,2.385,2,2,2.353,2.353,3.631,1,2,0.675,0.675,2.694,1,2,0.857,0.857,1.802,1,2,1.114,1.114,2.295,1,2,1.657,1.657,2.655,1,2,3.14,3.14,3.893,1,11,1,1.12,1.12,2.485,1,2,1.162,1.162,2.486,1,2,1.001,1.001,2.206,1,2,2.893,2.893,3.872,1,2,2.015,2.015,3.255,1,2,1.63,1.63,2.565,1,2,1.04,1.04,1.797,1,2,93.141,93.141,93.601,1,2,0.735,0.735,1.401,1,2,2.118,2.118,3.168,1,0.45,17,1
67d38d0b4d7fc9c2517ff079,2,3.658,3.658,5.775,1,1,2.661,2.661,3.858,1,2,0.948,0.948,2.026,1,2,1.658,3.986,4.723,2,1,1.046,1.046,2.181,1,1,0.948,0.948,1.827,1,1,1.15,1.15,2.613,1,11,2,1.024,1.024,2.303,1,1,3.59,3.59,4.877,1,2,0.705,0.705,1.992,1,1,0.745,0.745,2.208,1,2,0.822,0.822,1.941,1,2,2.251,2.251,3.298,1,1,0.908,0.908,1.611,1,1,0.81,0.81,2.009,1,2,0.791,0.791,1.678,1,1,5.288,5.288,6.255,1,0.4,17,2
5c22db5c540c6d00018bc10c,1,3.513,3.513,5.164,1,1,1.254,1.254,2.359,1,1,1.602,1.602,2.521,1,1,1.114,1.114,2.47,1,2,1.017,1.017,2.052,1,2,0.839,0.839,1.743,1,2,0.779,0.779,1.699,1,11,1,6.858,6.858,7.829,1,1,2.191,2.191,3.373,1,2,2.333,2.333,3.309,1,2,1.749,1.749,3.243,1,2,1.561,2.447,2.877,2,2,1.101,1.101,1.991,1,2,0.929,0.929,1.739,1,2,1.068,1.068,1.964,1,2,0.903,0.903,1.806,1,2,4.172,4.172,5.02,1,0.3,17,3
638b49928d017fbd9fd95ca4,2,3.326,3.326,4.305,1,2,1.698,1.698,3.639,1,1,1.218,2.73,4.534,2,1,0.874,1.563,1.959,2,1,0.68,0.68,1.349,1,1,1.506,2.282,3.822,2,1,0.741,1.373,1.673,2,11,2,0.999,0.999,1.891,1,2,1.852,1.852,3.848,1,1,0.988,0.988,1.72,1,2,0.629,0.629,1.322,1,2,0.684,0.684,1.4,1,2,1.599,1.599,2.426,1,1,0.607,0.607,1.508,1,1,0.619,0.619,1.352,1,1,0.874,0.874,2.496,1,2,7.587,7.587,9.105,1,0.65,17,3
5f726103e138fe19277a7d0f,2,5.937,5.937,6.747,1,2,1.879,1.879,2.729,1,2,1.306,1.306,2.13,1,2,1.406,1.406,2.282,1,2,1.928,1.928,2.556,1,2,1.026,1.026,1.881,1,2,0.798,0.798,1.465,1,11,2,1.828,1.828,2.545,1,2,5.589,5.589,6.233,1,2,1.966,1.966,2.636,1,2,2.171,2.171,2.804,1,2,2.318,2.318,3.197,1,2,1.659,1.659,2.307,1,2,1.113,1.113,1.78,1,2,2.192,2.192,3.029,1,2,1.714,1.714,2.423,1,2,2.487,2.487,3.686,1,0.5,17,1
64ebc24a8921061fcf72748d,1,2.734,2.734,4.196,1,2,3.928,3.928,4.924,1,2,1.833,3.756,4.289,2,2,2.068,2.068,3.161,1,2,1.004,1.004,2.08,1,2,0.951,0.951,2.052,1,2,0.791,0.791,1.673,1,11,2,0.785,0.785,1.75,1,2,0.93,0.93,1.968,1,2,0.612,0.612,1.26,1,2,0.744,0.744,1.328,1,2,0.661,0.661,1.227,1,2,0.513,0.513,1.269,1,2,0.432,0.432,1.251,1,2,0.483,0.483,1.509,1,2,0.489,0.489,1.058,1,2,1.949,1.949,2.8,1,0.45,17,3
67ef5e1ea8330a7744f39e17,1,4.449,4.449,6.655,1,1,2.623,2.623,3.667,1,1,8.183,8.183,10.409,1,2,1.844,1.844,4.744,1,1,3.005,8.877,11.381,2,1,1.478,1.478,2.406,1,1,1.371,1.371,2.284,1,11,2,58.924,58.924,60.325,1,1,3.298,3.298,4.322,1,2,2.476,2.476,4.089,1,2,1.062,1.062,2.318,1,1,1.809,1.809,2.76,1,1,1.184,1.184,2.001,1,2,1.557,1.557,2.771,1,1,1.196,1.196,2.879,1,1,1.062,1.062,2.595,1,1,3.979,3.979,5.556,1,0.45,17,1
66aba95407d5b1630abb7bb0,1,5.058,5.058,5.999,1,1,2,3.55,4.191,2,2,1.575,1.575,3.062,1,1,0.768,0.768,1.604,1,1,3.333,3.333,5.049,1,1,1.494,3.336,5.086,2,1,1.531,1.531,2.826,1,11,1,5.507,6.576,7.254,2,1,4.797,4.797,6.19,1,1,2.179,4.638,6.304,3,1,0.884,0.884,2.784,1,2,1.327,2.332,2.903,2,2,3.135,7.124,8.834,2,1,2.783,2.783,4.001,1,2,1.753,2.8,3.434,2,2,1.1,2.481,4.064,2,2,3.962,3.962,5.602,1,0.35,17,3
6824fd5f12b792fdaec9b2be,1,6.004,6.004,7.74,1,2,5.147,5.147,6.527,1,1,2.388,2.388,3.967,1,2,1.541,1.541,2.63,1,2,7.919,7.919,9.443,1,2,2.699,2.699,5.304,1,1,7.389,7.389,8.767,1,11,1,3.919,3.919,4.988,1,1,2.042,2.042,2.931,1,1,2.431,2.431,3.806,1,1,1.891,1.891,2.738,1,1,1.434,1.434,2.25,1,1,5.844,5.844,7.415,1,1,4.877,4.877,5.916,1,1,10.807,10.807,12.607,1,1,5.692,5.692,6.561,1,2,4.357,4.357,5.59,1,0.4,17,2
65006385ae3b0aa61a642e29,2,57.098,57.986,58.609,2,2,0.916,0.916,1.801,1,2,1.27,1.27,2.245,1,1,1.431,1.431,2.437,1,2,0.928,0.928,1.819,1,2,0.911,0.911,1.818,1,2,0.647,1.268,1.843,2,11,2,1.397,1.397,2.291,1,2,0.848,0.848,1.824,1,1,0.919,0.919,1.764,1,2,0.838,0.838,1.819,1,2,0.879,0.879,1.88,1,1,0.795,0.795,1.719,1,2,1.231,1.231,2.121,1,2,2.234,2.234,3.511,1,2,1.005,1.005,1.978,1,2,9.611,9.611,11.704,1,0.45,17,1
677c363fd1d423f128e9f668,1,4.075,4.075,5.052,1,1,3.257,3.257,4.639,1,1,2.685,2.685,3.549,1,1,3.023,3.023,4.243,1,1,1.023,1.023,2.483,1,1,1.126,1.126,2.345,1,1,1.148,1.148,2.667,1,11,1,0.924,0.924,2.672,1,1,0.99,0.99,2.303,1,1,0.859,0.859,2.56,1,1,0.934,0.934,2.192,1,1,0.83,0.83,2.538,1,1,2.334,2.334,3.169,1,1,0.995,0.995,2.337,1,1,0.82,0.82,2.175,1,1,1.249,1.249,2.569,1,2,3.984,3.984,5.986,1,0.3,17,2
5c0e8c65a2f251000137e916,2,6.64,16.742,18.223,10,1,3.727,4.701,6.038,3,2,1.894,2.769,3.968,3,1,1.223,3.601,5.146,6,2,2.124,3.071,4.275,3,2,1.469,6.516,7.101,11,2,1.923,2.769,3.901,3,11,2,0.953,2.577,3.758,4,2,2.003,9.828,10.6,8,2,1.101,3.322,4.4,4,2,1.746,3.258,4.745,4,2,1.111,7.713,9.162,9,2,0.909,3.656,4.301,5,1,1.213,2.995,4,4,2,1.295,6.285,7.376,7,2,0.721,10.434,12.301,9,2,1.326,9.836,11.494,9,0.45,17,2
609b6007c0896ac992a5004a,1,4.666,4.666,5.866,1,2,1.755,1.755,2.562,1,1,0.603,0.603,1.191,1,1,0.611,0.611,1.276,1,2,0.602,0.602,1.026,1,1,0.518,0.518,0.932,1,2,1.281,1.281,1.991,1,11,1,0.523,0.523,1.052,1,2,1.237,1.702,2.49,2,1,1.176,1.176,1.701,1,2,1.908,1.908,2.461,1,2,0.625,0.625,1.13,1,1,0.419,1.316,1.834,3,2,0.512,0.512,1.046,1,2,0.502,0.502,0.997,1,1,1.362,1.362,1.707,1,2,2.529,3.195,3.762,2,0.4,17,1
6779ab59311fd2904146f0d7,2,5.015,7.035,8.34,2,2,9.502,10.825,12.058,2,1,1.294,1.294,2.513,1,1,1.255,1.255,2.381,1,1,24.583,24.583,25.86,1,1,2.039,2.039,3.881,1,1,2.816,2.816,4.948,1,11,2,2.33,2.33,3.67,1,2,6.258,6.258,8.084,1,1,4.522,4.522,5.824,1,1,2.644,2.644,4.118,1,1,2.167,2.167,3.758,1,1,2.114,2.114,4.736,1,2,1.356,1.356,3.801,1,1,1.272,1.272,2.882,1,2,1.211,1.211,2.789,1,1,3.953,3.953,5.664,1,0.4,17,2
67eee98d6c8da7fe2deb2179,1,5.654,5.654,8.022,1,1,3.198,3.198,4.27,1,2,1.617,1.617,3.424,1,1,1.32,1.32,2.327,1,1,1.063,1.063,3.171,1,1,0.799,0.799,1.671,1,2,2.381,2.381,3.177,1,11,2,1.519,1.519,2.349,1,1,1.578,1.578,3.066,1,2,1.296,1.296,2.069,1,2,0.837,0.837,1.731,1,1,1.06,1.06,2.07,1,1,1.068,1.068,1.906,1,2,1.232,1.232,1.926,1,1,1.163,1.163,2.126,1,2,0.96,0.96,1.657,1,2,4.08,4.08,5.142,1,0.15,17,3
65821ba3b24f79a07587f77e,2,5.59,5.59,6.969,1,2,3.269,3.269,4.297,1,2,3.066,3.066,3.918,1,2,2.535,2.535,3.355,1,1,1.704,1.704,2.531,1,1,1.417,2.29,3.069,2,1,1.72,1.72,2.503,1,11,2,2.156,2.156,3,1,1,1.131,1.131,1.999,1,2,0.984,0.984,1.779,1,1,1.208,1.208,2.116,1,2,1.093,1.093,1.888,1,2,0.764,0.764,1.759,1,2,0.924,0.924,1.623,1,2,1.891,1.891,2.846,1,2,1.161,2.273,3.172,2,2,4.502,4.502,5.762,1,0.45,17,3
6701f5fd7a184e55790f15d8,1,4.107,4.107,7.463,1,2,1.664,1.664,2.979,1,2,1.382,1.382,2.871,1,2,2.276,2.276,3.559,1,2,4.352,4.352,6.222,1,2,1.061,1.061,2.461,1,2,1.396,1.396,2.633,1,11,1,1.882,1.882,3.039,1,2,1.729,1.729,3.001,1,2,1.07,1.07,2.841,1,1,0.813,0.813,2.46,1,2,1.346,1.346,2.651,1,2,3.381,3.381,4.626,1,2,0.757,0.757,2.05,1,2,1.1,1.1,3.074,1,1,1.12,1.12,2.354,1,2,3.269,3.269,4.338,1,0.3,17,2
68bf1ab179d2a56789498b9e,2,2.678,2.678,3.455,1,2,1.063,1.653,2.389,2,2,1.501,2.31,2.687,2,2,0.926,0.926,1.498,1,2,0.763,1.121,1.79,2,2,0.805,0.805,1.319,1,2,0.731,0.731,1.409,1,11,2,0.596,0.596,1.226,1,1,0.911,0.911,1.755,1,1,0.828,0.828,1.664,1,1,1.354,1.354,1.939,1,1,0.627,0.627,1.196,1,1,0.886,0.886,1.441,1,2,0.539,0.539,1.052,1,1,0.77,1.017,2.177,2,2,0.774,0.774,1.28,1,2,3.522,3.522,4.143,1,0.3,17,3
63039dbefda87c47a91fec04,2,3.232,3.232,4.226,1,1,2.229,2.229,3.614,1,2,1.688,1.688,2.466,1,2,0.843,0.843,1.703,1,1,1.023,1.023,2.969,1,1,1.734,1.734,2.743,1,2,0.948,0.948,1.664,1,11,2,2.706,2.706,3.78,1,2,3.085,3.085,4.192,1,2,1.683,2.531,3.322,2,1,2.663,2.663,3.897,1,2,1.7,1.7,2.583,1,1,0.93,0.93,1.715,1,2,4.953,4.953,5.945,1,1,2.972,2.972,3.601,1,2,1.661,1.661,2.738,1,1,5.151,5.151,6.25,1,0.4,17,2
6773e26dd7f566a722047029,1,3.213,9.207,30.72,4,1,2.226,8.181,9.9,5,2,1.935,4.66,6.577,4,1,1.152,4.136,6.061,4,1,2.201,4.239,5.801,2,2,1.307,3.73,5.253,4,2,0.795,2.127,3.676,2,11,1,3.2,4.791,6.244,2,2,1.7,3.157,4.6,2,2,2.963,7.226,8.8,3,2,3.1,5.168,7.201,2,2,1.225,4.166,5.552,4,1,1.779,4.153,5.457,4,1,1.778,4.452,5.691,4,2,1.282,3.19,4.4,2,2,0.645,3.153,4.454,4,2,3.201,5.425,6.605,3,0.35,17,1
66318e38a23001971c128033,1,6.141,6.141,7.701,1,2,3.944,3.944,5.913,1,2,1.702,5.161,6.792,2,2,1.796,1.796,4.341,1,2,1.521,1.521,2.753,1,2,2.601,2.601,3.835,1,2,3.185,3.185,4.494,1,11,2,1.842,1.842,3.111,1,2,3.602,3.602,4.888,1,2,2.849,2.849,4.238,1,2,4.049,4.049,5.485,1,2,2.693,2.693,3.84,1,2,2.004,2.004,3.301,1,2,1.742,1.742,3.079,1,2,2.379,2.379,3.6,1,2,1.939,1.939,4.351,1,2,8.898,8.898,10.257,1,0.45,17,2
6629e64cbe49b93f4b56cd06,2,3.983,3.983,5.04,1,2,1.503,1.503,2.786,1,2,1.76,1.76,2.4,1,1,1.205,1.205,1.841,1,2,2.371,2.371,3.144,1,1,1.169,1.169,1.752,1,1,1.332,1.332,2.108,1,11,1,1.159,1.159,1.854,1,1,1.79,1.79,2.712,1,1,1.553,1.553,2.399,1,2,0.837,0.837,1.454,1,1,0.857,0.857,1.659,1,2,0.698,0.698,1.441,1,2,1.255,1.255,1.874,1,2,1.586,1.586,2.19,1,1,0.777,0.777,1.714,1,1,4.451,4.451,5.2,1,0.4,17,2
66f7162d563cd69ac2bd9e3a,1,5.791,5.791,7.623,1,1,4.868,4.868,7.92,1,1,3.455,3.455,5.121,1,1,2.942,2.942,5.497,1,1,1.648,1.648,4.335,1,2,4.751,4.751,6.972,1,2,1.543,1.543,2.817,1,11,2,8.678,8.678,10.191,1,1,3.848,3.848,4.993,1,1,1.306,1.306,2.737,1,1,2.117,2.117,3.897,1,1,1.611,1.611,3.72,1,1,2.135,2.135,3.587,1,1,4.899,4.899,12.726,1,1,1.72,1.72,3.063,1,1,1.569,1.569,3,1,2,6.638,6.638,8.417,1,0.35,17,1
66e9b7218ddd7ac02496d379,2,15.521,15.521,18.734,1,1,6.492,6.492,8.408,1,1,12.1,12.1,13.853,1,1,4.643,4.643,15.038,1,2,2.82,2.82,4.096,1,1,2.475,2.475,7.233,1,2,1.646,1.646,3.387,1,10,2,3.654,3.654,5.183,1,1,2.24,2.24,4.43,1,1,1.754,1.754,4.17,1,2,1.571,1.571,3.459,1,1,1.784,1.784,3.835,1,2,3.463,3.463,4.893,1,1,1.288,1.288,4.061,1,2,2.191,2.191,3.401,1,1,3.929,3.929,5.74,1,1,13.106,38.011,39.301,4,0.55,17,1
67f2e663124c56672ad024e7,2,6.654,6.654,7.506,1,2,7.664,8.769,9.191,2,1,2.945,2.945,5.072,1,1,1.399,1.399,2.193,1,1,1.202,1.202,1.881,1,2,1.135,1.135,1.891,1,1,2.264,2.264,2.906,1,11,2,0.91,0.91,1.65,1,2,0.846,0.846,3.009,1,1,1.017,1.017,1.689,1,1,1.553,1.553,2.34,1,2,0.789,0.789,1.498,1,1,0.796,0.796,1.459,1,2,0.976,0.976,1.58,1,1,3.172,3.172,3.843,1,1,1.024,1.024,1.714,1,2,9.305,9.305,10.071,1,0.35,17,1
6666a4b9ead5e0c6e4fa05e5,2,2.071,2.071,3.386,1,1,1.642,1.642,2.441,1,2,0.561,1.29,2.112,2,2,1.178,1.178,2.219,1,1,1.444,1.444,2.628,1,1,1.153,1.153,2.001,1,2,1.077,1.077,1.786,1,11,1,0.605,0.605,1.653,1,2,1.254,1.254,2.239,1,2,0.613,0.613,1.476,1,1,1.607,1.607,2.302,1,2,0.668,0.668,1.55,1,1,2.378,2.378,3.222,1,1,1.311,1.311,2.45,1,1,0.718,0.718,1.495,1,1,0.705,0.705,1.757,1,2,2.198,4.106,4.772,2,0.35,17,3
5dac4dad5e53cc001499f1f6,1,5.316,5.316,6.361,1,1,1.002,1.002,3.866,1,1,2.756,2.756,4.013,1,1,0.703,0.703,1.912,1,2,2.694,2.694,4.504,1,1,0.658,0.658,1.914,1,2,1.378,1.378,2.329,1,11,1,2.211,3.985,4.866,4,1,0.881,1.187,2.218,2,1,0.853,0.853,1.873,1,1,3.961,4.649,4.889,2,1,0.894,0.894,1.65,1,2,3.295,3.295,4.05,1,1,0.613,0.613,1.495,1,1,0.689,1.549,2.469,2,1,1.95,2.73,3.183,2,2,3.393,3.393,4.852,1,0.25,17,2
67e1d85800cb3a05eae74bbf,1,2.933,2.933,3.705,1,2,2.393,2.393,3.168,1,2,1.088,1.088,1.939,1,1,0.957,0.957,1.594,1,1,3.451,3.451,4.082,1,2,2.622,2.622,3.352,1,2,1.365,1.365,3.347,1,11,1,1.631,1.631,2.465,1,1,1.445,1.445,3.809,1,1,2.457,2.457,3.364,1,1,2.097,2.097,3.309,1,2,1.842,1.842,2.788,1,2,4.138,4.138,4.92,1,1,9.127,9.127,10.493,1,2,9.5,9.5,10.407,1,1,9.41,10.465,11.201,2,2,4.174,4.174,4.981,1,0.35,17,3
5bb311965b05130001db3891,1,2.344,2.344,3.028,1,2,0.792,0.792,2.005,1,2,0.943,0.943,1.556,1,2,1.514,2.01,2.101,2,2,0.71,0.71,1.327,1,2,5.954,5.954,6.6,1,2,1.5,1.5,2.212,1,11,2,9.003,9.003,9.541,1,2,1.261,1.261,1.885,1,2,11.26,11.676,11.884,2,2,0.905,1.237,1.449,2,2,1.683,1.683,2.305,1,2,6.223,6.223,6.74,1,2,8.368,8.368,8.957,1,2,6.395,6.623,7.081,2,2,8.507,9.179,9.438,3,1,0.024,8.247,9.122,5,0.45,17,1
